notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,notice_date_dt,employees,layoff_closure_type,layoff_closure_type_raw,event_text_raw,month
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,El Dorado County,16 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,16,Layoff Permanent,"4203 Town Center Blvd., Building C  El Dorado Hills CA 95762",16 Layoff Permanent,2023-11-01
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,Los Angeles County,19 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,19,Layoff Permanent,3840 Kilroy Airport Way  Long Beach CA 90806,19 Layoff Permanent,2023-11-01
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,Los Angeles County,13 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,13,Layoff Permanent,6300 Canoga Avenue  Los Angeles CA 91367,13 Layoff Permanent,2023-11-01
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,Sacramento County,16 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,16,Layoff Permanent,"3300 Zinfandel Drive, Building A  Rancho Cordova CA 95670",16 Layoff Permanent,2023-11-01
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,Sacramento County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,4,Layoff Permanent,"10834 International Drive, Building A  Rancho Cordova CA 95670",4 Layoff Permanent,2023-11-01
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,San Diego County,3 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,3,Layoff Permanent,"3131 Camino Del Rio North, Ste. #1300  San Diego CA 92108",3 Layoff Permanent,2023-11-01
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,San Joaquin County,13 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,13,Layoff Permanent,3201 Reynolds Ranch Parkway  Lodi CA 95240,13 Layoff Permanent,2023-11-01
11/27/2023,01/31/2024,12/29/2023,Blue Shield of California,,Shasta County,1 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,1,Layoff Permanent,4700 Bechelli Lane  Redding CA 96002,1 Layoff Permanent,2023-11-01
11/15/2023,01/16/2024,12/29/2023,Pennymac,,Los Angeles County,51 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-15,51,Layoff Permanent,29903 Agoura Road  Agoura Hills CA 91301,51 Layoff Permanent,2023-11-01
11/15/2023,01/16/2024,12/29/2023,Pennymac,,Ventura County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-15,4,Layoff Permanent,3143 Townsgate Road  Westlake Village CA 91361,4 Layoff Permanent,2023-11-01
11/15/2023,12/02/2023,12/29/2023,Pennymac,,Ventura County,10 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-15,10,Layoff Permanent,6101 Condor Drive  Moorpark CA 93021,10 Layoff Permanent,2023-11-01
11/22/2023,11/22/2023,01/03/2024,Bandier West Hollywood LLC,,Los Angeles County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-22,7,Layoff Permanent,8101 Melrose Ave  Los Angeles CA 90046,7 Layoff Permanent,2023-11-01
11/20/2023,01/22/2024,01/03/2024,Lance Camper Mfg. Corp,,Los Angeles County,123 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-20,123,Layoff Permanent,43120 Venture Street  Lancaster CA 93535,123 Layoff Permanent,2023-11-01
11/21/2023,11/21/2023,01/03/2024,GE United Technologies LLC,,Los Angeles County,188 Closure Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-21,188,Closure Permanent,3019 Vail Avenue  Los Angeles CA 90040,188 Closure Permanent,2023-11-01
01/03/2024,08/21/2023,01/03/2024,EchoPark Automotive Long Beach,,Los Angeles County,32 Closure Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2024-01-03,32,Closure Permanent,2998 Cherry Ave  Signal Hill CA 90755,32 Closure Permanent,2024-01-01
11/21/2023,11/21/2023,01/03/2024,GE United Technologies II Inc.,,San Mateo County,60 Closure Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-21,60,Closure Permanent,170 West Hill Place  Brisbane CA 94005,60 Closure Permanent,2023-11-01
11/27/2023,01/26/2024,01/03/2024,Broadcom Inc.,,Santa Clara County,"1,267 Layoff Permanent",,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-27,267,Layoff Permanent,3401 Hillview Ave  Palo Alto CA 94304,"1,267 Layoff Permanent",2023-11-01
11/08/2023,01/08/2024,01/03/2024,Lendlease Americas Inc.,,Santa Clara County,13 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-08,13,Layoff Permanent,1212 Bordeaux Drive  Sunnyvale CA 94089,13 Layoff Permanent,2023-11-01
11/08/2023,01/08/2024,01/03/2024,Lendlease Americas Inc.,,Santa Clara County,16 Layoff Permanent,,warn7-1-23-to6-30-24_table25.csv,warn7-1-23-to6-30-24_table25.csv,2023-11-08,16,Layoff Permanent,1375 Geneva Dr  Sunnyvale CA 94089,16 Layoff Permanent,2023-11-01
11/08/2023,01/08/2024,01/03/2024,Lendlease Americas Inc.,,Santa Clara County,27 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-08,27,Layoff Permanent,215 Bordeaux Drive  Sunnyvale CA 94089,27 Layoff Permanent,2023-11-01
11/20/2023,12/22/2023,01/03/2024,"Boardriders Wholesale, LLC",,Orange County,2 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-20,2,Layoff Permanent,5600 Argosy Circle Suite 100  Huntington Beach CA 92649,2 Layoff Permanent,2023-11-01
11/08/2023,01/08/2024,01/03/2024,Lendlease Americas Inc.,,San Francisco County,1 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-08,1,Closure Permanent,111 Sutter Street  San Francisco CA 94104,1 Closure Permanent,2023-11-01
11/06/2023,11/06/2023,01/03/2024,Kinecta Federal Credit Union,,Los Angeles County,85 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-06,85,Layoff Permanent,2100 Park Place  El Segundo CA 90245,85 Layoff Permanent,2023-11-01
11/28/2023,01/29/2024,01/08/2024,HMI,,Alameda County,16 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-28,16,Closure Permanent,6611-B Preston Avenue  Livermore CA 94551,16 Closure Permanent,2023-11-01
11/20/2023,01/19/2024,01/08/2024,"Herbalife International of America, Inc",,Los Angeles County,12 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-20,12,Layoff Permanent,800 West Olympic Blvd  Los Angeles CA 90015,12 Layoff Permanent,2023-11-01
11/16/2023,01/16/2024,01/08/2024,Quality Fabrication Inc.,,Los Angeles County,55 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-16,55,Closure Permanent,9631 Irondale Avenue  Chatsworth CA 91311,55 Closure Permanent,2023-11-01
11/14/2023,01/13/2024,01/08/2024,Sunrun Inc.,,San Diego County,15 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-14,15,Layoff Permanent,1225 Park Center Drive  Vista CA 92081,15 Layoff Permanent,2023-11-01
11/14/2023,01/13/2024,01/08/2024,Sunrun Inc.,,San Diego County,10 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-14,10,Layoff Permanent,"1330 30th St, Suite G  San Diego CA 92154",10 Layoff Permanent,2023-11-01
11/14/2023,01/13/2024,01/08/2024,Sunrun Inc.,,San Diego County,37 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-14,37,Layoff Permanent,8090 Arjons Dr  San Diego CA 92126,37 Layoff Permanent,2023-11-01
11/20/2023,01/19/2024,01/08/2024,"Herbalife International of America, Inc",,Los Angeles County,34 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-20,34,Layoff Permanent,950 West 190th Street  Torrance CA 90502,34 Layoff Permanent,2023-11-01
11/20/2023,01/19/2024,01/08/2024,"Herbalife International of America, Inc",,Los Angeles County,63 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-20,63,Layoff Permanent,990 West 190th Street  Torrance CA 90502,63 Layoff Permanent,2023-11-01
11/27/2023,01/26/2024,01/08/2024,"Dairy Farmers of America, Inc.",,Ventura County,68 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-27,68,Closure Permanent,4375 N Ventura Ave.  Ventura CA 93001,68 Closure Permanent,2023-11-01
11/29/2023,01/30/2024,01/10/2024,Vans HQ,,Orange County,42 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-29,42,Layoff Permanent,1588 South Coast Dr.  Costa Mesa CA 92626,42 Layoff Permanent,2023-11-01
11/27/2023,01/29/2024,01/10/2024,"Block, Inc.",,San Francisco County,51 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-27,51,Layoff Permanent,760 Market Street  San Francisco CA 94102,51 Layoff Permanent,2023-11-01
11/28/2023,02/28/2024,01/11/2024,Chart Inc.,,Alameda County,8 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-28,8,Closure Permanent,46441 Landing Parkway  Fremont CA 94538,8 Closure Permanent,2023-11-01
12/01/2023,01/30/2024,01/11/2024,"Personalis, Inc.",,Alameda County,62 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-12-01,62,Layoff Permanent,6660 Dumbarton Circle  Fremont CA 94555,62 Layoff Permanent,2023-12-01
11/30/2023,02/02/2024,01/11/2024,"Lonza Biologics, Inc.",,Alameda County,218 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-30,218,Closure Permanent,1978 W. Winton Avenue  Hayward CA 94545,218 Closure Permanent,2023-11-01
11/22/2023,01/29/2024,01/11/2024,Knauf Insulation Inc.,,Shasta County,97 Layoff Temporary,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-22,97,Layoff Temporary,3100 Ashby Road  Shasta Lake CA 96019,97 Layoff Temporary,2023-11-01
12/06/2023,12/05/2023,01/11/2024,"Boardriders Wholesale, LLC",,Orange County,9 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-12-06,9,Layoff Permanent,5600 Argosy Circle Suite 100  Huntington Beach CA 92649,9 Layoff Permanent,2023-12-01
12/06/2023,02/04/2024,01/11/2024,"Boardriders Wholesale, LLC",,Riverside County,139 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-12-06,139,Layoff Permanent,1310 Cantu-Galleano Ranch Rd  Mira Loma CA 91752,139 Layoff Permanent,2023-12-01
11/30/2023,01/31/2024,01/11/2024,Crystal Geyser Water Company,,Napa County,28 Layoff Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-30,28,Layoff Permanent,501 Washington St  Calistoga CA 94515,28 Layoff Permanent,2023-11-01
12/01/2023,01/31/2024,01/12/2024,"Matheson Trucking, Inc.",,Sacramento County,40 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-12-01,40,Closure Permanent,9785 Goethe Road  Sacramento CA 95827,40 Closure Permanent,2023-12-01
12/01/2023,01/31/2024,01/12/2024,"Matheson Flight Extenders, Inc.",,Sacramento County,57 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-12-01,57,Closure Permanent,5853 Citation Way  Sacramento CA 95837,57 Closure Permanent,2023-12-01
12/11/2023,01/05/2024,01/12/2024,"C&E GP Specialists, Inc.",,San Diego County,16 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-12-11,16,Closure Permanent,15970 Bernardo Center Drive  San Diego CA 92127,16 Closure Permanent,2023-12-01
11/03/2023,01/08/2024,01/12/2024,Ruan Transport Corporation,,Stanislaus County,47 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-03,47,Closure Permanent,830 W. Glenwood St.  Turlock CA 95380,47 Closure Permanent,2023-11-01
11/03/2023,01/08/2024,01/12/2024,Ruan Transport Corporation,,Tulare County,92 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-03,92,Closure Permanent,754 S Blackstone St.  Tulare CA 93274,92 Closure Permanent,2023-11-01
11/13/2023,03/29/2024,01/16/2024,Dynaflex Prodcuts,,Los Angeles County,14 Closure Permanent,,warn7-1-23-to6-30-24_table26.csv,warn7-1-23-to6-30-24_table26.csv,2023-11-13,14,Closure Permanent,2253 Saybrook  Commerce CA 90040,14 Closure Permanent,2023-11-01
12/04/2023,02/02/2024,01/16/2024,"Eclipse Advantage, LLC at Rite Aid",,Los Angeles County,27 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-04,27,Closure Permanent,2801 W. Avenue H  Lancaster CA 93536,27 Closure Permanent,2023-12-01
12/02/2023,01/31/2024,01/16/2024,Bristol Farms' Newfound Market Irvine Grocery Store,,Orange County,138 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-02,138,Closure Permanent,700 Spectrum Center Dr.  Irvine CA 92618,138 Closure Permanent,2023-12-01
11/16/2023,01/15/2024,01/16/2024,"Distribution Alternatives, Inc.",,San Bernardino County,1 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-11-16,1,Closure Permanent,1979 Renaissance Parkway  Rialto CA 92376,1 Closure Permanent,2023-11-01
12/05/2023,02/05/2024,01/16/2024,"BILL Operations, LLC",,Santa Clara County,156 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-05,156,Layoff Permanent,"6220 America Center Drive, Sute 100  San Jose CA 95002",156 Layoff Permanent,2023-12-01
12/04/2023,02/02/2024,01/16/2024,"Eclipse Advantage, LLC at Rite Aid",,Yolo County,11 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-04,11,Closure Permanent,1755 Beamer Street  Woodland CA 95776,11 Closure Permanent,2023-12-01
12/08/2023,02/07/2024,01/17/2024,"Amyris, Inc.",,Alameda County,89 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,89,Layoff Permanent,5885 Hollis St. Suite 100  Emeryville CA 94608,89 Layoff Permanent,2023-12-01
12/08/2023,02/06/2024,01/17/2024,Country Club Mortgage,,Fresno County,24 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,24,Closure Permanent,9499 N. Ft. Washington Road Suite 103  Fresno CA 93730,24 Closure Permanent,2023-12-01
12/08/2023,02/06/2024,01/17/2024,Country Club Mortgage,,Fresno County,6 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,6,Closure Permanent,2020 High Street Suite A  Selma CA 93662,6 Closure Permanent,2023-12-01
12/08/2023,02/06/2024,01/17/2024,Country Club Mortgage,,Kings County,3 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,3,Closure Permanent,216 West 7th Street  Hanford CA 93230,3 Closure Permanent,2023-12-01
12/05/2023,03/04/2024,01/17/2024,Spotify USA Inc,,Los Angeles County,87 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-05,87,Layoff Permanent,555 Mateo Street  Los Angeles CA 90013,87 Layoff Permanent,2023-12-01
11/30/2023,01/31/2024,01/17/2024,Ace Hotel Group LLC at Ace Hotel Los Angeles,,Los Angeles County,169 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-11-30,169,Layoff Permanent,929 S. Broadway  Los Angeles CA 90015,169 Layoff Permanent,2023-11-01
12/05/2023,02/09/2024,01/17/2024,"Valley Processing, a HEXPOL Company",,Los Angeles County,60 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-05,60,Closure Permanent,491 Wilson Way  City of Industry CA 91745,60 Closure Permanent,2023-12-01
12/08/2023,02/23/2024,01/17/2024,VF Santa Fe Springs Distribution Center,,Los Angeles County,207 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,207,Closure Permanent,15700 Shoemake Avenue  Santa Fe Springs CA 90670,207 Closure Permanent,2023-12-01
12/08/2023,03/22/2024,01/17/2024,VF Santa Fe Springs Distribution Center,,Los Angeles County,48 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,48,Closure Permanent,15700 Shoemake Avenue  Santa Fe Springs CA 90670,48 Closure Permanent,2023-12-01
12/08/2023,02/07/2024,01/17/2024,"E. J. Lauren, LLC",,Los Angeles County,69 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,69,Closure Permanent,2690 Pellissier Place  City of Industry CA 90601,69 Closure Permanent,2023-12-01
12/05/2023,02/03/2024,01/17/2024,SPS Ventures Inc.,,Los Angeles County,162 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-05,162,Layoff Permanent,"21420 Needham Ranch Parkway, Building 6  Santa Clarita CA 91321",162 Layoff Permanent,2023-12-01
12/06/2023,02/05/2024,01/17/2024,"Juniper Networks, Inc.",,Santa Clara County,51 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-06,51,Layoff Permanent,1133 Innovation Way  Sunnyvale CA 94089,51 Layoff Permanent,2023-12-01
12/08/2023,08/09/2024,01/17/2024,Google,,Santa Clara County,73 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,73,Closure Permanent,325 Gladys Avenue  Mountain View CA 94043,73 Closure Permanent,2023-12-01
12/07/2023,02/05/2024,01/17/2024,B. Braun Medical Inc.,,Orange County,13 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-07,13,Layoff Permanent,2525 McGaw Avenue  Irvine CA 92614,13 Layoff Permanent,2023-12-01
12/11/2023,02/09/2024,01/17/2024,Alsco Inc.,,San Diego County,107 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-11,107,Closure Permanent,705 West Grape Street  San Diego CA 92101,107 Closure Permanent,2023-12-01
12/05/2023,03/04/2024,01/17/2024,Spotify USA Inc.,,San Francisco County,44 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-05,44,Layoff Permanent,425 California Street  San Francisco CA 94104,44 Layoff Permanent,2023-12-01
12/08/2023,02/06/2024,01/17/2024,Country Club Mortgage - Hall,,Tulare County,28 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,28,Closure Permanent,525 N. Hall Street Suite A-C  Visalia CA 93291,28 Closure Permanent,2023-12-01
12/08/2023,02/06/2024,01/17/2024,Country Club Mortgage - Center,,Tulare County,41 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,41,Closure Permanent,700 W. Center Street  Visalia CA 93291,41 Closure Permanent,2023-12-01
12/08/2023,02/06/2024,01/17/2024,Country Club Mortgage,,Tulare County,3 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,3,Closure Permanent,217 E. Palm Avenue  Exeter CA 93221,3 Closure Permanent,2023-12-01
12/05/2023,02/05/2024,01/17/2024,"Age of Learning, Inc.",,Los Angeles County,94 Layoff Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-05,94,Layoff Permanent,101 N. Brand Blvd.  Glendale CA 91203,94 Layoff Permanent,2023-12-01
12/08/2023,02/22/2024,01/17/2024,"QG Printing II, LLC",,Yolo County,56 Closure Permanent,,warn7-1-23-to6-30-24_table27.csv,warn7-1-23-to6-30-24_table27.csv,2023-12-08,56,Closure Permanent,1201 Shore Street  West Sacramento CA 95691,56 Closure Permanent,2023-12-01
11/30/2023,02/01/2024,01/18/2024,Global Medical Response,,Alameda County,84 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-11-30,84,Closure Permanent,13992 Catalina St.  San Leandro CA 94577,84 Closure Permanent,2023-11-01
12/13/2023,02/16/2024,01/18/2024,Lifelong Medical Care dba Lifelong Ashby Health Center,,Alameda County,55 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-13,55,Closure Permanent,3075 Adeline Street Suite 280  Berkeley CA 94703,55 Closure Permanent,2023-12-01
11/29/2023,02/02/2024,01/18/2024,"DePuy Synthes Products, Inc.",,Alameda County,25 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-11-29,25,Layoff Permanent,47709-47733 Fremont Blvd  Fremont CA 94538,25 Layoff Permanent,2023-11-01
12/13/2023,02/28/2024,01/18/2024,Ridgecrest Regional Hospital,,Kern County,30 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-13,30,Layoff Permanent,1081 N. China Lake Blvd.  Ridgecrest CA 93555,30 Layoff Permanent,2023-12-01
12/13/2023,02/10/2024,01/18/2024,Wellness Innovation Group Inc. dba Lowell Farms,,Monterey County,11 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-13,11,Closure Permanent,139 Zabala Road  Salinas CA 93908,11 Closure Permanent,2023-12-01
12/12/2023,02/15/2024,01/18/2024,"Carbon, Inc.",,San Mateo County,60 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-12,60,Layoff Permanent,1089 Mills Way  Redwood City CA 94063,60 Layoff Permanent,2023-12-01
12/01/2023,02/02/2024,01/18/2024,Quanex Homeshield LLC,,San Bernardino County,58 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-01,58,Closure Permanent,13611 Santa Ana Ave  Fontana CA 92337,58 Closure Permanent,2023-12-01
12/11/2023,03/22/2024,01/18/2024,"AMQ Solutions, LLC",,San Bernardino County,37 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-11,37,Closure Permanent,12400 Arrow Route  Rancho Cucamonga CA 91739,37 Closure Permanent,2023-12-01
12/11/2023,03/22/2024,01/18/2024,Steelcase Inc.,,San Bernardino County,40 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-11,40,Closure Permanent,12400 Arrow Route  Rancho Cucamonga CA 91739,40 Closure Permanent,2023-12-01
12/04/2023,02/01/2024,01/18/2024,"TuSimple, Inc.",,San Diego County,95 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-04,95,Layoff Permanent,9191 Towne Centre Drive  San Diego CA 92122,95 Layoff Permanent,2023-12-01
12/13/2023,02/12/2024,01/18/2024,Invitae Corporation,,San Francisco County,238 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-13,238,Layoff Permanent,1400 16th Street  San Francisco CA 94103,238 Layoff Permanent,2023-12-01
12/12/2023,03/30/2023,01/18/2024,"Becton, Dickinson and Company",,Santa Clara County,111 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-12,111,Layoff Permanent,2350 Qume Drive  San Jose CA 95131,111 Layoff Permanent,2023-12-01
12/15/2023,12/15/2023,01/19/2024,Z Global Logistics dba Kelly Toys Holding LLC,,Los Angeles County,8 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-15,8,Closure Permanent,4811 S. Alameda St.  Los Angeles CA 90058,8 Closure Permanent,2023-12-01
12/14/2023,12/14/2023,01/19/2024,Cruise LLC - Headquarters,,San Mateo County,330 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-14,330,Layoff Permanent,333 Brannan Street  San Francisco CA 94017,330 Layoff Permanent,2023-12-01
12/14/2023,12/14/2023,01/19/2024,Cruise LLC,,San Mateo County,18 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-14,18,Layoff Permanent,175 Sylvester Rd.  South San Francisco CA 94080,18 Layoff Permanent,2023-12-01
12/14/2023,12/14/2023,01/19/2024,Cruise LLC,,Santa Clara County,43 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-14,43,Layoff Permanent,840 W California Ave.  Sunnyvale CA 94086,43 Layoff Permanent,2023-12-01
12/15/2023,12/15/2023,01/19/2024,LinkedIn Corporation,,Santa Clara County,349 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-15,349,Layoff Permanent,700 E. Middlefield Road  Mountain View CA 94043,349 Layoff Permanent,2023-12-01
