notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,notice_date_dt,employees,layoff_closure_type,layoff_closure_type_raw,event_text_raw,month
04/04/2025,06/02/2025,04/07/2025,Federal Express Corporation,,Alameda County,79 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-04,79,Closure Permanent,1600 63rd Street  Emeryville CA 94608,79 Closure Permanent,2025-04-01
04/04/2025,06/02/2025,04/07/2025,Federal Express Corporation,,Alameda County,95 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-04,95,Closure Permanent,8455 Pardee Drive  Oakland CA 94621,95 Closure Permanent,2025-04-01
04/07/2025,06/07/2025,04/07/2025,Goodwill of the San Francisco Bay,,Alameda County,72 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-07,72,Closure Permanent,1301 30th Ave  Oakland CA 94601,72 Closure Permanent,2025-04-01
04/07/2025,06/07/2025,04/07/2025,Goodwill of the San Francisco Bay,,San Francisco County,18 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-07,18,Closure Permanent,750 Post Street  San Francisco CA 94109,18 Closure Permanent,2025-04-01
04/08/2025,06/09/2025,04/08/2025,"McDonald's Restaurants of California, Inc.",,Los Angeles County,66 Layoff Temporary,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-08,66,Layoff Temporary,4480 E. Olympic Blvd.  Los Angeles CA 90065,66 Layoff Temporary,2025-04-01
04/05/2025,06/06/2025,04/08/2025,"Technoprobe America, Inc.",,Los Angeles County,146 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-05,146,Closure Permanent,7911 Haskell Avenue  Van Nuys CA 91406,146 Closure Permanent,2025-04-01
04/08/2025,04/08/2025,04/08/2025,"Air Products and Chemicals, Inc.",,Los Angeles County,37 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-08,37,Layoff Permanent,14700 Downey Ave.  Paramount CA 90723,37 Layoff Permanent,2025-04-01
03/26/2025,06/02/2025,04/09/2025,United States Cellular Corporation,,Del Norte County,6 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-03-26,6,Layoff Permanent,1180 9th Street  Crescent City CA 95531,6 Layoff Permanent,2025-03-01
03/26/2025,06/02/2025,04/09/2025,United States Cellular Corporation,,Humboldt County,7 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-03-26,7,Layoff Permanent,1440 Broadway  Eureka CA 95501,7 Layoff Permanent,2025-03-01
03/26/2025,06/02/2025,04/09/2025,United States Cellular Corporation,,Mendocino County,8 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-03-26,8,Layoff Permanent,1232 Airport Blvd.  Ukiah CA 95482,8 Layoff Permanent,2025-03-01
04/09/2025,06/18/2025,04/09/2025,"Right At School, LLC",,Los Angeles County,13 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,13,Layoff Permanent,12044 S Eucalyptus Ave  Hawthorne CA 90250,13 Layoff Permanent,2025-04-01
04/09/2025,06/18/2025,04/09/2025,"Right At School, LLC",,Los Angeles County,11 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,11,Layoff Permanent,4091 W 139th St  Hawthorne CA 90250,11 Layoff Permanent,2025-04-01
04/09/2025,06/18/2025,04/09/2025,"Right At School, LLC",,Los Angeles County,24 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,24,Layoff Permanent,4617 W 136Th St  Hawthorne CA 90250,24 Layoff Permanent,2025-04-01
04/09/2025,06/18/2025,04/09/2025,"Right At School, LLC",,Los Angeles County,10 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,10,Layoff Permanent,11838 S York Ave  Hawthorne CA 90250,10 Layoff Permanent,2025-04-01
04/09/2025,06/18/2025,04/09/2025,"Right At School, LLC",,Los Angeles County,18 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,18,Layoff Permanent,13435 S Yukon Ave  Hawthorne CA 90250,18 Layoff Permanent,2025-04-01
04/09/2025,06/08/2025,04/10/2025,"Pacific Biosciences of California, Inc.",,San Mateo County,70 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,70,Layoff Permanent,1305 O'Brien Drive  Menlo Park CA 94025,70 Layoff Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,7 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,7,Layoff Permanent,253 Martens Avenue Amy Imai Elementary Mountain View CA 94040,7 Layoff Permanent,2025-04-01
04/09/2025,06/18/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,1 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-09,1,Layoff Permanent,1400 Montecito Avenue Mountain View Whisman District Mountain,1 Layoff Permanent,2025-04-01
07/25/2024,09/30/2024,08/02/2024,"Texas Scenic Company, Inc.",,Los Angeles County,23 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-07-25,23,Closure Permanent,"14850 Don Julian Road, Suite B  City of Industry CA 91746",23 Closure Permanent,2024-07-01
08/02/2024,08/02/2024,08/02/2024,"FibroGen, Inc.",,San Francisco County,127 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-02,127,Layoff Permanent,409 Illinois Street  San Francisco CA 94158,127 Layoff Permanent,2024-08-01
08/05/2024,10/04/2024,08/05/2024,"Hybrid Promotions, LLC dba Hybrid Apparel",,Orange County,19 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-05,19,Closure Permanent,5701 Skylab Drive  Huntington Beach CA 92647,19 Closure Permanent,2024-08-01
08/06/2024,10/12/2024,08/06/2024,Save Mart Supermarkets LLC dba Roseville Distribution,,Placer County,273 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-06,273,Closure Permanent,9999 Niblick Drive  Roseville CA 95678,273 Closure Permanent,2024-08-01
08/06/2024,10/01/2024,08/06/2024,"Distribution Alternatives, Inc.",,San Bernardino County,1 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-06,1,Layoff Permanent,17820 Slover Ave  Bloomington CA 92316,1 Layoff Permanent,2024-08-01
08/07/2024,10/07/2024,08/08/2024,"Farmers Group, Inc.",,Los Angeles County,84 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-07,84,Layoff Permanent,6303 Owensmouth Avenue  Woodland Hills CA 91367,84 Layoff Permanent,2024-08-01
08/09/2024,10/08/2024,08/09/2024,"Velo3D, Inc.",,Alameda County,42 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-09,42,Layoff Permanent,2710 Lakeview Court  Fremont CA 94538,42 Layoff Permanent,2024-08-01
08/08/2024,08/31/2024,08/09/2024,"Mosaic Culver, LLC",,Los Angeles County,16 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-08,16,Layoff Permanent,8801 Washington Blvd  Culver City CA 90232,16 Layoff Permanent,2024-08-01
08/09/2024,10/08/2024,08/12/2024,Pitney Bowes Inc.,,San Bernardino County,236 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-09,236,Closure Permanent,11260 Cedar Avenue  Bloomington CA 92316,236 Closure Permanent,2024-08-01
08/09/2024,10/08/2024,08/12/2024,Pitney Bowes Inc.,,San Joaquin County,112 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-09,112,Closure Permanent,4733 Newcastle Rd. Bldg. 3  Stockton CA 95215,112 Closure Permanent,2024-08-01
08/12/2024,10/11/2024,08/12/2024,"Fastly, Inc.",,San Francisco County,52 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-12,52,Layoff Permanent,"475 Brannan Street, Ste 300  San Francisco CA 94107",52 Layoff Permanent,2024-08-01
08/12/2024,08/31/2024,08/12/2024,Adventist Health Simi Valley,,Ventura County,1 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-12,1,Layoff Permanent,2975 Sycamore Drive  Simi Valley CA 93065,1 Layoff Permanent,2024-08-01
08/12/2024,10/14/2024,08/13/2024,Northrop Grumman,,Los Angeles County,500 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-12,500,Layoff Permanent,1 Space Park Drive  Redondo Beach CA 90278,500 Layoff Permanent,2024-08-01
08/13/2024,10/14/2024,08/14/2024,"GRAIL, Inc.",,San Mateo County,179 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-13,179,Layoff Permanent,1525 O&rsquo;Brien Drive  Menlo Park CA 94025,179 Layoff Permanent,2024-08-01
08/14/2024,08/15/2024,08/14/2024,AppLovin Corporation,,Santa Clara County,61 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-14,61,Layoff Permanent,1100 Page Mill Road  Palo Alto CA 94304,61 Layoff Permanent,2024-08-01
08/14/2024,01/02/2025,08/14/2024,"VSP Optical Group, Inc.",,Sacramento County,186 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-14,186,Closure Permanent,151 Blue Ravine Road  Folsom CA 95630,186 Closure Permanent,2024-08-01
08/13/2024,10/12/2024,08/14/2024,Pitney Bowes Inc.,,San Bernardino County,11 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-13,11,Closure Permanent,11260 Cedar Avenue  Bloomington CA 92316,11 Closure Permanent,2024-08-01
08/14/2024,10/14/2024,08/14/2024,Volunteers of America Southwest,,San Diego County,9 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-14,9,Closure Permanent,9980 Hawley Road  El Cajon CA 92021,9 Closure Permanent,2024-08-01
08/08/2024,09/30/2024,08/15/2024,NFI National Distribution Centers LLC,,San Joaquin County,40 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-08,40,Closure Permanent,"1820 N. MacArthur Drive, Suite 200  Tracy CA 95376",40 Closure Permanent,2024-08-01
08/14/2024,10/15/2024,08/15/2024,Canoo,,Los Angeles County,185 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-14,185,Layoff Permanent,19951 Mariner Avenue  Torrance CA 90503,185 Layoff Permanent,2024-08-01
08/16/2024,10/12/2024,08/16/2024,Paramount Global,,Los Angeles County,95 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-16,95,Layoff Permanent,1575 N. Gower Street  Los Angeles CA 90028,95 Layoff Permanent,2024-08-01
08/16/2024,10/12/2024,08/16/2024,Paramount Global,,Los Angeles County,193 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-16,193,Layoff Permanent,5555 Melrose Avenue  Los Angeles CA 90038,193 Layoff Permanent,2024-08-01
08/19/2024,10/18/2024,08/19/2024,ITC Federal,,Orange County,31 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-19,31,Layoff Permanent,24000 Avila Road  Laguna Niguel CA 92677,31 Layoff Permanent,2024-08-01
08/20/2024,10/19/2024,08/20/2024,"Cuberg, Inc.",,Alameda County,196 Closure Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-20,196,Closure Permanent,"2020 Williams Street, #E  San Leandro CA 94577",196 Closure Permanent,2024-08-01
08/20/2024,11/01/2024,08/20/2024,"Penumbra, Inc.",,Alameda County,71 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-20,71,Layoff Permanent,One Penumbra Place  Alameda CA 94502,71 Layoff Permanent,2024-08-01
08/20/2024,10/25/2024,08/20/2024,Nordson Corporation,,San Diego County,11 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-20,11,Layoff Permanent,2765 Loker Avenue West  Carlsbad CA 92010,11 Layoff Permanent,2024-08-01
08/20/2024,08/20/2024,08/20/2024,"Five9, Inc.",,Contra Costa County,30 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-20,30,Layoff Permanent,"3001 Bishop Dr., Ste. 350  San Ramon CA 94583",30 Layoff Permanent,2024-08-01
08/20/2024,08/20/2024,08/20/2024,"Five9, Inc.",,San Francisco County,3 Layoff Permanent,,warn7-1-24to6-30-25_table4.csv,warn7-1-24to6-30-25_table4.csv,2024-08-20,3,Layoff Permanent,"60 Mission Street, Suite 2170  San Francisco CA 94105",3 Layoff Permanent,2024-08-01
04/09/2025,06/09/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,9 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,9,Layoff Permanent,525 Hans Avenue Benjamin Bubb Elementary Mountain View CA,9 Layoff Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,3 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,3,Layoff Permanent,115 West Dana Street Edith Landels Elementary Mountain View CA,3 Layoff Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,20 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,20,Layoff Permanent,505 Escuela Avenue Gabriela Mistral Elementary Mountain View CA,20 Layoff Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,5 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,5,Layoff Permanent,220 North Whisman Road Jose Antonio Vargas Elementary Mountain,5 Layoff Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,4 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,4,Layoff Permanent,1625 San Luis Avenue Theuerkauf Elementary Mountain View CA,4 Layoff Permanent,2025-04-01
04/09/2025,06/10/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,15 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,15,Layoff Permanent,250 Roswell Drive Alexander Rose Elementary Milpitas CA 95035,15 Layoff Permanent,2025-04-01
04/09/2025,06/10/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,14 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,14,Layoff Permanent,140 N Abbott Avenue Anthony Spangler Elementary Milpitas CA,14 Layoff Permanent,2025-04-01
04/09/2025,06/10/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,7 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,7,Layoff Permanent,275 Redwood Avenue Curtner Elementary Milpitas CA 95035,7 Layoff Permanent,2025-04-01
04/09/2025,06/10/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,11 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,11,Layoff Permanent,2025 Yellowstone Avenue John Sinnott Elementary Milpitas CA,11 Layoff Permanent,2025-04-01
04/09/2025,06/10/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,12 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,12,Layoff Permanent,345 Boulder Street Joseph Weller Elementary Milpitas CA 95035,12 Layoff Permanent,2025-04-01
04/09/2025,06/10/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,10 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,10,Layoff Permanent,1585 Fallen Leaf Drive Pearl Zanker Elementary Milpitas CA 95035,10 Layoff Permanent,2025-04-01
04/09/2025,06/10/2025,04/10/2025,"Right At School, LLC",,Santa Clara County,19 Layoff Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,19,Layoff Permanent,1300 Edsel Drive Robert Randall Elementary Milpitas CA 95035,19 Layoff Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (B Gale Wilson Middle)",,Solano County,3 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,3,Closure Permanent,3301 Cherry Hills Ct.  Fairfield CA 94534,3 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Anna Kyle Elementary)",,Solano County,3 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,3,Closure Permanent,1600 Kidder Avenue  Fairfield CA 94533,3 Closure Permanent,2025-04-01
04/09/2025,06/18/2025,04/10/2025,"Right at School, LLC",,Solano County,1 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,1,Closure Permanent,2490 Hilborn Road  Fairfield CA 94534,1 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Cordelia Hills Elementary)",,Solano County,8 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,8,Closure Permanent,4770 Canyon Hills Drive  Fairfield CA 94534,8 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Crystal Middle)",,Solano County,2 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,2,Closure Permanent,400 Whispering Bay Lane  Suisun City CA 94585,2 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Dover Elementary",,Solano County,16 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,16,Closure Permanent,301 East Alaska Avenue  Fairfield CA 94533,16 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Fairview Elementary)",,Solano County,8 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,8,Closure Permanent,830 First Street  Fairfield CA 94533,8 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,Right at School. LLC (Grange Middle),,Solano County,3 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,3,Closure Permanent,975 Blossom Avenue  Fairfield CA 94533,3 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Green Valley Middle)",,Solano County,5 Closure Permanent,,warn7-1-24to6-30-25_table40.csv,warn7-1-24to6-30-25_table40.csv,2025-04-09,5,Closure Permanent,1350 Gold Hill Road  Fairfield CA 94534,5 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (KI Jones Elementary)",,Solano County,11 Closure Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-09,11,Closure Permanent,2001 Winston Drive  Fairfield CA 94534,11 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Matt Garcia and College Academy)",,Solano County,2 Closure Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-09,2,Closure Permanent,100 Civic Center Drive  Fairfield CA 94533,2 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Nelda Mundy Elementary)",,Solano County,5 Closure Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-09,5,Closure Permanent,570 Vintage Valley Drive  Fairfield CA 94534,5 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Oakbrook Academy)",,Solano County,4 Closure Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-09,4,Closure Permanent,700 Oakbrook Drive  Fairfield CA 94534,4 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Public Safety Academy)",,Solano County,2 Closure Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-09,2,Closure Permanent,230 Atlantic Avenue  Fairfield CA 94533,2 Closure Permanent,2025-04-01
04/09/2025,06/09/2025,04/10/2025,"Right at School, LLC (Sheldon Academy)",,Solano County,3 Closure Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-09,3,Closure Permanent,1901 Woolner Avenue  Fairfield CA 94533,3 Closure Permanent,2025-04-01
04/11/2025,06/10/2025,04/11/2025,LEGOLAND California Resort,,San Diego County,2 Layoff Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-11,2,Layoff Permanent,1 LEGOLAND Drive  Carlsbad CA 92008,2 Layoff Permanent,2025-04-01
04/14/2025,06/02/2025,04/14/2025,"Confluent Medical Technologies, Inc.",,Alameda County,102 Layoff Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-14,102,Layoff Permanent,47533 Westinghouse Drive  Fremont CA 94539,102 Layoff Permanent,2025-04-01
04/14/2025,07/01/2025,04/14/2025,Davis Street Community Center,,Alameda County,8 Closure Permanent,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-14,8,Closure Permanent,14300 Bancroft Avenue  San Leandro CA 94578,8 Closure Permanent,2025-04-01
04/14/2025,06/19/2025,04/14/2025,"TC&Js Enterprises, franchise operator of Chick-fil-A",,Los Angeles County,35 Closure Temporary,,warn7-1-24to6-30-25_table41.csv,warn7-1-24to6-30-25_table41.csv,2025-04-14,35,Closure Temporary,15600 Whittier Blvd.  Whittier CA 90603,35 Closure Temporary,2025-04-01
